date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Jul%202025%2004:48:55%20GMT	https://www.synctech.com.au/?p=711	/home/alan/websites/synctech/www.synctech.com.au/indexa308.html	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:48:58	2349/2349	---MC-	200	added ('OK')	text/xml	date:Wed,%2023%20Jul%202025%2004:48:58%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fsms-backup-restore%2Fview-backup%2F&format=xml	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embedfec9	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:48:58	1281/1281	---MCZ	200	added ('OK')	application/json	etag:W/%22623c0bd9-501%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/manifest.json	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/manifest.json	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:00	4250/4250	---MCZ	200	added ('OK')	text/css	etag:W/%22623c0bd9-109a%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/StyleSheet.css?v=2021-07-05	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/StyleSheet2a36.css	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:01	326657/326657	---MCZ	200	added ('OK')	application/javascript	etag:W/%22623c0bd9-4fc01%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/moment-with-locales.min.js	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/moment-with-locales.min.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:02	6000/6000	---MCZ	200	added ('OK')	application/javascript	etag:W/%22623c0bd9-1770%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/download.js	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/download.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:03	27830/27830	---MCZ	200	added ('OK')	application/javascript	etag:W/%22661111b4-6cb6%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/BackupViewer.js?v=2024-02-15	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/BackupViewer17f4.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:04	89478/89478	---MCZ	200	added ('OK')	application/javascript	etag:W/%22623c0bd9-15d86%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/jquery-3.5.1.min.js	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/jquery-3.5.1.min.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:05	95854/95854	---MCZ	200	added ('OK')	application/javascript	etag:W/%22623c0bd9-1766e%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/jszip.min.js	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/jszip.min.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:05	2282/2282	---M--	200	added ('OK')	image/png	etag:%22623c0bd9-8ea%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/xml.png	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/xml.png	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:06	8438/8438	---M--	200	added ('OK')	image/png	etag:%22623c0bd9-20f6%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/arrow-right.png	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/arrow-right.png	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:08	4418/4418	---MCZ	200	added ('OK')	application/javascript	etag:W/%22661111b4-1142%22	https://www.synctech.com.au/wp-content/uploads/backup-viewer/service-worker.js	/home/alan/websites/synctech/www.synctech.com.au/wp-content/uploads/backup-viewer/service-worker.js	(from https://www.synctech.com.au/sms-backup-restore/view-backup/)
21:49:09	195926/195926	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:49:09%20GMT	https://www.synctech.com.au/wp-json/wp/v2/pages/55	/home/alan/websites/synctech/www.synctech.com.au/wp-json/wp/v2/pages/55.json	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:11	2149/2149	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:49:11%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fsms-backup-restore%2Fsms-faqs%2F	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embed684b.json	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Jul%202025%2004:49:11%20GMT	https://www.synctech.com.au/?p=55	/home/alan/websites/synctech/www.synctech.com.au/index8054.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:13	2304/2304	---MC-	200	added ('OK')	text/xml	date:Wed,%2023%20Jul%202025%2004:49:13%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fsms-backup-restore%2Fsms-faqs%2F&format=xml	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embed71a4	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:13	11079/11079	---MCZ	200	added ('OK')	text/css	etag:W/%226811935f-2b47%22	https://www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/rrssb-min.css?ver=6.8.2	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/rrssb-min6c2d.css	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:15	30801/30801	---MCZ	200	added ('OK')	text/css	etag:W/%226811935f-7851%22	https://www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/jquery-ui.min.css?ver=6.8.2	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/jquery-ui.min6c2d.css	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:17	15325/15325	---MCZ	200	added ('OK')	text/css	etag:W/%226811935f-3bdd%22	https://www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/ewd-ufaq.css?ver=6.8.2	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/css/ewd-ufaq6c2d.css	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:17	61186/61186	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:17%20GMT	https://www.synctech.com.au/faqs/question1/	/home/alan/websites/synctech/www.synctech.com.au/faqs/question1/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:17	60047/60047	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:17%20GMT	https://www.synctech.com.au/faqs/question2/	/home/alan/websites/synctech/www.synctech.com.au/faqs/question2/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:18	18592/18592	---MCZ	200	added ('OK')	application/javascript	etag:W/%226811935f-48a0%22	https://www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/js/ewd-ufaq.js?ver=2.3.3	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/ultimate-faqs/assets/js/ewd-ufaqb6db.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:18	61025/61025	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:17%20GMT	https://www.synctech.com.au/faqs/recover-deleted-messages/	/home/alan/websites/synctech/www.synctech.com.au/faqs/recover-deleted-messages/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:20	7949/7949	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-1f0d%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/client/js/prod/lib.core.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/client/js/prod/lib.coref0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:20	60482/60482	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:19%20GMT	https://www.synctech.com.au/faqs/rcs-messages/	/home/alan/websites/synctech/www.synctech.com.au/faqs/rcs-messages/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:20	62131/62131	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:19%20GMT	https://www.synctech.com.au/faqs/which-messages-can-this-app-restore/	/home/alan/websites/synctech/www.synctech.com.au/faqs/which-messages-can-this-app-restore/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:22	46331/46331	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-b4fb%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/client/js/prod/lib.view.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/client/js/prod/lib.viewf0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:22	64363/64363	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:21%20GMT	https://www.synctech.com.au/faqs/i-need-to-factory-reset-my-phone-how-do-i-make-sure-that-i-can-get-my-messages-back/	/home/alan/websites/synctech/www.synctech.com.au/faqs/i-need-to-factory-reset-my-phone-how-do-i-make-sure-that-i-can-get-my-messages-back/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:24	403/403	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-193%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/themes/baseline/js/prod/client.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/themes/baseline/js/prod/clientf0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:24	59485/59485	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:23%20GMT	https://www.synctech.com.au/faqs/how-do-i-reset-my-password/	/home/alan/websites/synctech/www.synctech.com.au/faqs/how-do-i-reset-my-password/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:24	59632/59632	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:23%20GMT	https://www.synctech.com.au/faqs/what-kind-of-information-is-collected-stored-by-this-app/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-kind-of-information-is-collected-stored-by-this-app/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:26	2706/2706	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-a92%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/themes/default/js/prod/client.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/themes/default/js/prod/clientf0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:26	60114/60114	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:25%20GMT	https://www.synctech.com.au/faqs/why-is-the-app-not-showing-all-text-in-my-language/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-is-the-app-not-showing-all-text-in-my-language/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:28	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-161%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/template-tags/item/js/prod/tag.item.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/template-tags/item/js/prod/tag.itemf0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:28	60070/60070	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:27%20GMT	https://www.synctech.com.au/faqs/can-i-use-this-app-to-transfer-messages-calls-from-my-old-phone-if-so-how-2/	/home/alan/websites/synctech/www.synctech.com.au/faqs/can-i-use-this-app-to-transfer-messages-calls-from-my-old-phone-if-so-how-2/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:28	60986/60986	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:27%20GMT	https://www.synctech.com.au/faqs/how-can-i-see-my-backup-files-in-an-easy-to-understand-format/	/home/alan/websites/synctech/www.synctech.com.au/faqs/how-can-i-see-my-backup-files-in-an-easy-to-understand-format/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:29	61861/61861	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:28%20GMT	https://www.synctech.com.au/faqs/im-getting-an-error-when-trying-to-backup-or-restore-how-do-i-get-it-working-2/	/home/alan/websites/synctech/www.synctech.com.au/faqs/im-getting-an-error-when-trying-to-backup-or-restore-how-do-i-get-it-working-2/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:30	1553/1553	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-611%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/template-tags/ui/js/prod/tag.ui.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/template-tags/ui/js/prod/tag.uif0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:30	62287/62287	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:30%20GMT	https://www.synctech.com.au/faqs/what-is-the-difference-between-the-free-and-the-paid-version-of-the-app/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-is-the-difference-between-the-free-and-the-paid-version-of-the-app/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:32	394/394	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807075a-18a%22	https://www.synctech.com.au/wp-content/plugins/simple-lightbox/content-handlers/image/js/prod/handler.image.js?ver=2.9.4	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/simple-lightbox/content-handlers/image/js/prod/handler.imagef0c3.js	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:47	62606/62606	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:31%20GMT	https://www.synctech.com.au/faqs/advanced-messages/	/home/alan/websites/synctech/www.synctech.com.au/faqs/advanced-messages/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:47	62164/62164	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:31%20GMT	https://www.synctech.com.au/faqs/why-am-i-seeing-ads-in-the-app-can-i-remove-them/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-am-i-seeing-ads-in-the-app-can-i-remove-them/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:47	60351/60351	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:32%20GMT	https://www.synctech.com.au/faqs/can-i-use-this-app-to-back-up-messages-to-gmail/	/home/alan/websites/synctech/www.synctech.com.au/faqs/can-i-use-this-app-to-back-up-messages-to-gmail/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:47	61267/61267	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:33%20GMT	https://www.synctech.com.au/faqs/oneplus-android-10-default-sms-app/	/home/alan/websites/synctech/www.synctech.com.au/faqs/oneplus-android-10-default-sms-app/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:51	7016/7016	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:49:49%20GMT	https://www.synctech.com.au/wp-json/wp/v2/pages/767	/home/alan/websites/synctech/www.synctech.com.au/wp-json/wp/v2/pages/767.json	(from https://www.synctech.com.au/support-development/)
21:49:51	60068/60068	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:49%20GMT	https://www.synctech.com.au/faqs/transfer-failure/	/home/alan/websites/synctech/www.synctech.com.au/faqs/transfer-failure/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:52	62140/62140	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:51%20GMT	https://www.synctech.com.au/faqs/reduce-storage-used-by-backups/	/home/alan/websites/synctech/www.synctech.com.au/faqs/reduce-storage-used-by-backups/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:52	59875/59875	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:51%20GMT	https://www.synctech.com.au/faqs/print-messages/	/home/alan/websites/synctech/www.synctech.com.au/faqs/print-messages/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:52	64742/64742	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:52%20GMT	https://www.synctech.com.au/faqs/local-backups-for-cloud-backups/	/home/alan/websites/synctech/www.synctech.com.au/faqs/local-backups-for-cloud-backups/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:53	61907/61907	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:53%20GMT	https://www.synctech.com.au/faqs/does-sms-backup-restore-work-on-ios/	/home/alan/websites/synctech/www.synctech.com.au/faqs/does-sms-backup-restore-work-on-ios/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:54	2204/2204	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:49:53%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fsupport-development%2F	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embed1b23.json	(from https://www.synctech.com.au/support-development/)
21:49:55	60020/60020	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:55%20GMT	https://www.synctech.com.au/faqs/do-you-have-an-iphone-ios-version-of-this-app/	/home/alan/websites/synctech/www.synctech.com.au/faqs/do-you-have-an-iphone-ios-version-of-this-app/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:56	62059/62059	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:56%20GMT	https://www.synctech.com.au/faqs/why-is-full-access-to-google-drive-not-recommended/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-is-full-access-to-google-drive-not-recommended/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:56	60490/60490	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:56%20GMT	https://www.synctech.com.au/faqs/auto-revoke-permissions/	/home/alan/websites/synctech/www.synctech.com.au/faqs/auto-revoke-permissions/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:49:57	60441/60441	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:49:57%20GMT	https://www.synctech.com.au/faqs/import-google-voice/	/home/alan/websites/synctech/www.synctech.com.au/faqs/import-google-voice/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:00	2361/2361	---MC-	200	added ('OK')	text/xml	date:Wed,%2023%20Jul%202025%2004:49:58%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fsupport-development%2F&format=xml	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embed44c6	(from https://www.synctech.com.au/support-development/)
21:50:01	4626/4626	---MCZ	200	added ('OK')	text/css	etag:W/%2268581bbf-1212%22	https://www.synctech.com.au/wp-content/plugins/stripe-payments/public/views/templates/default/style.css?ver=2.0.93	/home/alan/websites/synctech/www.synctech.com.au/wp-content/plugins/stripe-payments/public/views/templates/default/style8745.css	(from https://www.synctech.com.au/support-development/)
21:50:17	63761/63761	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:01%20GMT	https://www.synctech.com.au/faqs/google-unverified-app/	/home/alan/websites/synctech/www.synctech.com.au/faqs/google-unverified-app/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:18	64114/64114	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:02%20GMT	https://www.synctech.com.au/faqs/which-permissions-does-the-app-request-and-why/	/home/alan/websites/synctech/www.synctech.com.au/faqs/which-permissions-does-the-app-request-and-why/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:18	64058/64058	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:04%20GMT	https://www.synctech.com.au/faqs/why-is-the-app-not-showing-my-backup-files-and-folders-from-google-drive/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-is-the-app-not-showing-my-backup-files-and-folders-from-google-drive/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:18	61877/61877	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:06%20GMT	https://www.synctech.com.au/faqs/messages-duplicated-samsung/	/home/alan/websites/synctech/www.synctech.com.au/faqs/messages-duplicated-samsung/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:23	8107/8107	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:50:22%20GMT	https://www.synctech.com.au/wp-json/wp/v2/pages/46	/home/alan/websites/synctech/www.synctech.com.au/wp-json/wp/v2/pages/46.json	(from https://www.synctech.com.au/privacy-policy/)
21:50:23	61152/61152	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:22%20GMT	https://www.synctech.com.au/faqs/where-is-the-backup-stored/	/home/alan/websites/synctech/www.synctech.com.au/faqs/where-is-the-backup-stored/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:23	59502/59502	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:22%20GMT	https://www.synctech.com.au/faqs/can-i-schedule-backups-automatically/	/home/alan/websites/synctech/www.synctech.com.au/faqs/can-i-schedule-backups-automatically/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:24	60446/60446	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:24%20GMT	https://www.synctech.com.au/faqs/how-do-i-access-the-backup-files/	/home/alan/websites/synctech/www.synctech.com.au/faqs/how-do-i-access-the-backup-files/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:25	68666/68666	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:25%20GMT	https://www.synctech.com.au/faqs/backup-types/	/home/alan/websites/synctech/www.synctech.com.au/faqs/backup-types/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:27	2151/2151	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jul%202025%2004:50:26%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fprivacy-policy%2F	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embed8d1d.json	(from https://www.synctech.com.au/privacy-policy/)
21:50:28	60589/60589	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:26%20GMT	https://www.synctech.com.au/faqs/what-is-that-number-the-date-field-in-the-backup-file/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-is-that-number-the-date-field-in-the-backup-file/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:28	59272/59272	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:27%20GMT	https://www.synctech.com.au/faqs/what-type-of-file-is-created-for-the-backup/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-type-of-file-is-created-for-the-backup/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:28	63994/63994	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:28%20GMT	https://www.synctech.com.au/faqs/what-is-archive-mode/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-is-archive-mode/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:30	61663/61663	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:30%20GMT	https://www.synctech.com.au/faqs/why-are-all-my-messages-not-getting-backed-up/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-are-all-my-messages-not-getting-backed-up/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:32	2308/2308	---MC-	200	added ('OK')	text/xml	date:Wed,%2023%20Jul%202025%2004:50:31%20GMT	https://www.synctech.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.synctech.com.au%2Fprivacy-policy%2F&format=xml	/home/alan/websites/synctech/www.synctech.com.au/wp-json/oembed/1.0/embedf765	(from https://www.synctech.com.au/privacy-policy/)
21:50:32	59789/59789	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:32%20GMT	https://www.synctech.com.au/faqs/why-does-the-app-only-back-up-500-call-logs/	/home/alan/websites/synctech/www.synctech.com.au/faqs/why-does-the-app-only-back-up-500-call-logs/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:32	59908/59908	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:32%20GMT	https://www.synctech.com.au/faqs/what-happens-to-existing-messages-or-calls-after-a-restore/	/home/alan/websites/synctech/www.synctech.com.au/faqs/what-happens-to-existing-messages-or-calls-after-a-restore/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:33	60497/60497	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:33%20GMT	https://www.synctech.com.au/faqs/restore-missing-messages/	/home/alan/websites/synctech/www.synctech.com.au/faqs/restore-missing-messages/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:34	99688/99688	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:34%20GMT	https://www.synctech.com.au/faqs/schedule-issues/	/home/alan/websites/synctech/www.synctech.com.au/faqs/schedule-issues/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
21:50:35	55516/55516	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202025%2004:50:35%20GMT	https://www.synctech.com.au/privacy-policy/_wp_link_placeholder	/home/alan/websites/synctech/www.synctech.com.au/privacy-policy/_wp_link_placeholder	(from https://www.synctech.com.au/privacy-policy/)
21:50:36	61320/61320	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2004:50:35%20GMT	https://www.synctech.com.au/faqs/pixel-mms-missing/	/home/alan/websites/synctech/www.synctech.com.au/faqs/pixel-mms-missing/index.html	(from https://www.synctech.com.au/sms-backup-restore/sms-faqs/)
